ticker,name,market_cap,sector,industry,website,employees,price,sma50,sma200,disparity_200,rsi14,rsi14_prev,rsi14_min_10,bb_upper,bb_lower,vol_ratio,tenkan,kijun,cloud_top,cloud_bot,c1_below_sma200,c4_bb_signal,c5_volume,c6a_tenkan_cross,c6b_below_cloud,c6c_cloud_breakout,c6d_inside_cloud,shares
TJX,TJX Companies,177842335885.0,Consumer Cyclical,Apparel Retail,https://www.tjx.com,377000.0,160.68,157.851,145.803,10.204,53.123,47.203,47.203,164.465,154.209,1.171,161.12,159.0,157.367,154.049,False,False,False,False,False,False,False,1106810654
VZ,Verizon,194579000000.0,Communication Services,Telecom Services,https://www.verizon.com,89900.0,46.55,48.508,42.231,10.228,41.703,43.112,25.275,51.346,44.73,0.719,46.385,47.592,48.409,44.378,False,True,False,False,False,False,True,4180000000
FE,FirstEnergy,28977772365.0,Utilities,Utilities - Regulated Electric,https://www.firstenergycorp.com,11186.0,50.1,50.133,45.447,10.239,45.458,50.421,45.458,52.255,48.693,1.26,50.865,50.27,49.546,47.635,False,False,False,False,False,False,False,578398650
OKE,Oneok,52613857410.0,Energy,Oil & Gas Midstream,https://www.oneok.com/,6326.0,83.51,86.435,75.744,10.253,39.741,44.23,39.741,94.803,82.198,0.969,86.295,88.275,83.582,79.229,False,False,False,False,False,False,True,630030624
SNA,Snap-on,19795845823.0,Industrials,Tools & Accessories,https://www.snapon.com,13000.0,380.27,373.216,344.689,10.323,57.452,46.176,46.176,385.676,351.866,0.997,374.78,370.925,374.833,365.111,False,False,False,False,False,False,False,52057343
PSA,Public Storage,54281183512.0,Real Estate,REIT - Industrial,https://www.publicstorage.com,5770.0,309.22,290.268,279.842,10.498,69.7,64.9,48.119,311.339,253.532,0.852,294.635,286.835,295.623,281.831,False,False,False,False,False,False,False,175542279
ABNB,Airbnb,59956797076.0,Consumer Cyclical,Travel Services,https://www.airbnb.com,8200.0,141.55,128.851,128.099,10.501,67.097,62.912,44.231,139.724,120.147,1.163,133.355,132.405,130.474,128.465,False,False,False,True,False,False,False,423573275
GILD,Gilead Sciences,170839282223.0,Healthcare,Drug Manufacturers - General,https://www.gilead.com,17000.0,137.64,144.069,124.55,10.51,42.982,45.041,42.982,142.328,135.148,1.246,139.83,141.055,147.378,136.311,False,False,False,False,False,False,True,1241203736
GL,Globe Life,11912590122.0,Financial Services,Insurance - Life,https://home.globelifeinsurance.com,3695.0,151.86,142.623,137.374,10.545,71.921,68.36,59.506,153.239,132.208,0.923,147.535,143.651,143.834,143.726,False,False,False,False,False,False,False,78444555
NVDA,Nvidia,4900824000000.0,Technology,Semiconductors,https://www.nvidia.com,42000.0,201.68,183.292,181.757,10.961,71.369,68.899,49.371,202.365,160.512,0.975,187.68,182.985,184.32,182.723,False,False,False,False,False,False,False,24300000000
